nom_crise;type_crise;pays;latitude;longitude;intensite;date;population_touchee;accessibilite;description;en_cours;date_fin;source
Tsunami GREECE CRETE;Tsunami;GREECE;34.205;25.712;;02/05/2020;;;location : CRETE;False;02/05/2020;
Tsunami NEW ZEALAND S OF RAOUL ISLAND, KERMADEC ISLANDS;Tsunami;NEW ZEALAND;-33.294;-177.838;;18/06/2020;;;location : S OF RAOUL ISLAND, KERMADEC ISLANDS;False;18/06/2020;
Tsunami MEXICO OFF COAST OF OAXACA;Tsunami;MEXICO;16.029;-95.901;;23/06/2020;;;location : OFF COAST OF OAXACA;False;23/06/2020;
Tsunami USA SHUMAGIN ISLANDS, AK;Tsunami;USA;55.03;-158.522;;22/07/2020;;;location : SHUMAGIN ISLANDS, AK;False;22/07/2020;
Tsunami USA SHUMAGIN ISLANDS, AK;Tsunami;USA;54.608;-159.655;;19/10/2020;;;location : SHUMAGIN ISLANDS, AK;False;19/10/2020;
Tsunami TURKEY AEGEAN SEA;Tsunami;TURKEY;37.918;26.79;;30/10/2020;;;location : AEGEAN SEA;False;30/10/2020;
Tsunami CHILE CENTRAL CHILE;Tsunami;CHILE;-39.343;-74.99;;27/12/2020;;;location : CENTRAL CHILE;False;27/12/2020;
Tsunami ANTARCTICA SCOTIA SEA;Tsunami;ANTARCTICA;-61.825;-55.494;;23/01/2021;;;location : SCOTIA SEA;False;23/01/2021;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-23.054;171.601;;10/02/2021;;;location : LOYALTY ISLANDS;False;10/02/2021;
Tsunami JAPAN OFF FUKUSHIMA PREFECTURE;Tsunami;JAPAN;37.745;141.749;;13/02/2021;;;location : OFF FUKUSHIMA PREFECTURE;False;13/02/2021;
Tsunami NEW ZEALAND GISBORNE;Tsunami;NEW ZEALAND;-37.563;179.444;;04/03/2021;;;location : GISBORNE;False;04/03/2021;
Tsunami NEW ZEALAND S OF RAOUL ISLAND, KERMADEC ISLANDS;Tsunami;NEW ZEALAND;-29.613;-177.843;;04/03/2021;;;location : S OF RAOUL ISLAND, KERMADEC ISLANDS;False;04/03/2021;
Tsunami NEW ZEALAND S OF RAOUL ISLAND, KERMADEC ISLANDS;Tsunami;NEW ZEALAND;-29.74;-177.267;;04/03/2021;;;location : S OF RAOUL ISLAND, KERMADEC ISLANDS;False;04/03/2021;
Tsunami ALGERIA N. ALGERIA;Tsunami;ALGERIA;36.915;5.199;;18/03/2021;;;location : N. ALGERIA;False;18/03/2021;
Tsunami INDONESIA BANDA SEA;Tsunami;INDONESIA;-3.593;129.503;;16/06/2021;;;location : BANDA SEA;False;16/06/2021;
Tsunami USA KODIAK ISLAND, AK;Tsunami;USA;55.325;-157.841;;29/07/2021;;;location : KODIAK ISLAND, AK;False;29/07/2021;
Tsunami PHILIPPINES MINDANAO ISLAND, PHILIPPINES;Tsunami;PHILIPPINES;6.455;126.742;;11/08/2021;;;location : MINDANAO ISLAND, PHILIPPINES;False;11/08/2021;
Tsunami UK TERRITORY SOUTHERN ATLANTIC OCEAN;Tsunami;UK TERRITORY;-58.416;-25.321;;12/08/2021;;;location : SOUTHERN ATLANTIC OCEAN;False;12/08/2021;
Tsunami HAITI PORT-AU-PRINCE;Tsunami;HAITI;18.408;-73.475;;14/08/2021;;;location : PORT-AU-PRINCE;False;14/08/2021;
Tsunami MEXICO S. MEXICO;Tsunami;MEXICO;16.982;-99.773;;08/09/2021;;;location : S. MEXICO;False;08/09/2021;
Tsunami GREECE CRETE;Tsunami;GREECE;35.193;26.256;;12/10/2021;;;location : CRETE;False;12/10/2021;
Tsunami INDONESIA FLORES SEA;Tsunami;INDONESIA;-7.603;122.2;;14/12/2021;;;location : FLORES SEA;False;14/12/2021;
Tsunami NEW ZEALAND KERMADEC ISLANDS;Tsunami;NEW ZEALAND;-29.531;-176.749;;29/01/2022;;;location : KERMADEC ISLANDS;False;29/01/2022;
Tsunami JAPAN OFF FUKUSHIMA PREFECTURE;Tsunami;JAPAN;37.702;141.587;;16/03/2022;;;location : OFF FUKUSHIMA PREFECTURE;False;16/03/2022;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-22.716;170.286;;30/03/2022;;;location : LOYALTY ISLANDS;False;30/03/2022;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-22.579;170.354;;31/03/2022;;;location : LOYALTY ISLANDS;False;31/03/2022;
Tsunami MEXICO S. MEXICO;Tsunami;MEXICO;16.325;-95.856;;25/05/2022;;;location : S. MEXICO;False;25/05/2022;
Tsunami PHILIPPINES N. LUZON ISLAND;Tsunami;PHILIPPINES;17.56;120.801;;27/07/2022;;;location : N. LUZON ISLAND;False;27/07/2022;
Tsunami MEXICO MEXICO;Tsunami;MEXICO;18.367;-103.252;;19/09/2022;;;location : MEXICO;False;19/09/2022;
Tsunami MEXICO S. MEXICO;Tsunami;MEXICO;18.308;-102.923;;22/09/2022;;;location : S. MEXICO;False;22/09/2022;
Tsunami TONGA TONGA ISLANDS;Tsunami;TONGA;-19.318;-172.1;;11/11/2022;;;location : TONGA ISLANDS;False;11/11/2022;
Tsunami INDONESIA SW. SUMATRA;Tsunami;INDONESIA;-4.904;100.786;;18/11/2022;;;location : SW. SUMATRA;False;18/11/2022;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-9.812;159.596;;22/11/2022;;;location : SOLOMON ISLANDS;False;22/11/2022;
Tsunami NEW ZEALAND LAKE TAUPO, NORTH ISLAND;Tsunami;NEW ZEALAND;-38.808;175.906;;30/11/2022;;;location : LAKE TAUPO, NORTH ISLAND;False;30/11/2022;
Tsunami INDONESIA SOUTH MALUKU;Tsunami;INDONESIA;-7.049;130.038;;09/01/2023;;;location : SOUTH MALUKU;False;09/01/2023;
Tsunami TURKEY GULF OF ISKENDERUN;Tsunami;TURKEY;37.166;37.042;;06/02/2023;;;location : GULF OF ISKENDERUN;False;06/02/2023;
Tsunami TURKEY EASTERN TURKEY;Tsunami;TURKEY;38.024;37.203;;06/02/2023;;;location : EASTERN TURKEY;False;06/02/2023;
Tsunami TURKEY ANTALYA, TURKEY;Tsunami;TURKEY;36.109;36.017;;20/02/2023;;;location : ANTALYA, TURKEY;False;20/02/2023;
Tsunami KERMADEC ISLANDS SE RAOUL ISLAND, KERMADEC ISLANDS;Tsunami;KERMADEC ISLANDS;-30.115;-176.112;;16/03/2023;;;location : SE RAOUL ISLAND, KERMADEC ISLANDS;False;16/03/2023;
Tsunami NEW ZEALAND S OF RAOUL ISLAND, KERMADEC ISLANDS;Tsunami;NEW ZEALAND;-29.968;-177.826;;24/04/2023;;;location : S OF RAOUL ISLAND, KERMADEC ISLANDS;False;24/04/2023;
Tsunami INDONESIA SW. SUMATRA;Tsunami;INDONESIA;-0.799;98.524;;24/04/2023;;;location : SW. SUMATRA;False;24/04/2023;
Tsunami JAPAN NOTO PENINSULA, JAPAN;Tsunami;JAPAN;37.54;137.305;;05/05/2023;;;location : NOTO PENINSULA, JAPAN;False;05/05/2023;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-23.229;170.694;;19/05/2023;;;location : LOYALTY ISLANDS;False;19/05/2023;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-23.062;170.456;;20/05/2023;;;location : LOYALTY ISLANDS;False;20/05/2023;
Tsunami USA SAND POINT, AK;Tsunami;USA;54.46;-160.76;;16/07/2023;;;location : SAND POINT, AK;False;16/07/2023;
Tsunami JAPAN IZU ISLANDS, JAPAN;Tsunami;JAPAN;29.94;139.95;;05/10/2023;;;location : IZU ISLANDS, JAPAN;False;05/10/2023;
Tsunami JAPAN IZU ISLANDS, JAPAN;Tsunami;JAPAN;30.141;139.968;;06/10/2023;;;location : IZU ISLANDS, JAPAN;False;06/10/2023;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-14.985;167.983;;22/11/2023;;;location : VANUATU ISLANDS;False;22/11/2023;
Tsunami PHILIPPINES E. MINDANAO ISLAND;Tsunami;PHILIPPINES;8.527;126.449;;02/12/2023;;;location : E. MINDANAO ISLAND;False;02/12/2023;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-20.659;169.206;;07/12/2023;;;location : VANUATU ISLANDS;False;07/12/2023;
Tsunami JAPAN HONSHU: W COAST;Tsunami;JAPAN;37.487;137.271;;01/01/2024;;;location : HONSHU: W COAST;False;01/01/2024;
Tsunami TAIWAN E. TAIWAN-RYUKYU ISLANDS;Tsunami;TAIWAN;23.819;121.562;;02/04/2024;;;location : E. TAIWAN-RYUKYU ISLANDS;False;02/04/2024;
Tsunami PERU S. PERU;Tsunami;PERU;-15.811;-74.445;;28/06/2024;;;location : S. PERU;False;28/06/2024;
Tsunami JAPAN HYUGANADA SEA;Tsunami;JAPAN;31.719;131.527;;08/08/2024;;;location : HYUGANADA SEA;False;08/08/2024;
Tsunami RUSSIA KAMCHATKA;Tsunami;RUSSIA;52.924;160.141;;17/08/2024;;;location : KAMCHATKA;False;17/08/2024;
Tsunami JAPAN IZU ISLANDS, JAPAN;Tsunami;JAPAN;31.546;140.064;;23/09/2024;;;location : IZU ISLANDS, JAPAN;False;23/09/2024;
Tsunami USA CAPE MENDOCINO, N. CALIFORNIA;Tsunami;USA;40.374;-125.022;;05/12/2024;;;location : CAPE MENDOCINO, N. CALIFORNIA;False;05/12/2024;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-17.686;168.034;;17/12/2024;;;location : VANUATU ISLANDS;False;17/12/2024;
Tsunami JAPAN HYUGANADA SEA;Tsunami;JAPAN;31.806;131.565;;13/01/2025;;;location : HYUGANADA SEA;False;13/01/2025;
Tsunami HONDURAS NORTH OF HONDURAS;Tsunami;HONDURAS;17.702;-82.456;;08/02/2025;;;location : NORTH OF HONDURAS;False;08/02/2025;
Tsunami NEW ZEALAND PUYSEGUR TRENCH;Tsunami;NEW ZEALAND;-46.708;165.933;;25/03/2025;;;location : PUYSEGUR TRENCH;False;25/03/2025;
Tsunami TONGA TONGA;Tsunami;TONGA;-20.329;-173.907;;30/03/2025;;;location : TONGA;False;30/03/2025;
Tsunami TURKEY MARMARA SEA;Tsunami;TURKEY;40.84;28.142;;23/04/2025;;;location : MARMARA SEA;False;23/04/2025;
Tsunami ECUADOR ECUADOR;Tsunami;ECUADOR;1.105;-79.535;;25/04/2025;;;location : ECUADOR;False;25/04/2025;
Tsunami CHILE SOUTHERN CHILE;Tsunami;CHILE;-56.782;-68.209;;02/05/2025;;;location : SOUTHERN CHILE;False;02/05/2025;
Tsunami GREECE ISLAND OF CRETE;Tsunami;GREECE;35.811;25.858;;22/05/2025;;;location : ISLAND OF CRETE;False;22/05/2025;
Tsunami USA SAND POINT, AK;Tsunami;USA;54.549;-160.472;;16/07/2025;;;location : SAND POINT, AK;False;16/07/2025;
Tsunami RUSSIA KAMCHATKA PENINSULA, RUSSIA;Tsunami;RUSSIA;52.83;160.682;;20/07/2025;;;location : KAMCHATKA PENINSULA, RUSSIA;False;20/07/2025;
Tsunami RUSSIA KAMCHATKA PENINSULA, RUSSIA;Tsunami;RUSSIA;52.512;160.324;;29/07/2025;;;location : KAMCHATKA PENINSULA, RUSSIA;False;29/07/2025;
Tsunami INDONESIA SULAWESI;Tsunami;INDONESIA;-1.282;120.727;;16/08/2025;;;location : SULAWESI;False;16/08/2025;
Tsunami ANTARCTICA DRAKE PASSAGE;Tsunami;ANTARCTICA;-60.186;-61.821;;22/08/2025;;;location : DRAKE PASSAGE;False;22/08/2025;
Tsunami RUSSIA KAMCHATKA PENINSULA, RUSSIA;Tsunami;RUSSIA;53.19;160.143;;13/09/2025;;;location : KAMCHATKA PENINSULA, RUSSIA;False;13/09/2025;
Tsunami RUSSIA KAMCHATKA PENINSULA, RUSSIA;Tsunami;RUSSIA;53.193;160.513;;18/09/2025;;;location : KAMCHATKA PENINSULA, RUSSIA;False;18/09/2025;
Tsunami PHILIPPINES MINDANAO ISLAND, PHILIPPINES;Tsunami;PHILIPPINES;7.287;126.69;;10/10/2025;;;location : MINDANAO ISLAND, PHILIPPINES;False;10/10/2025;
Tsunami JAPAN SANRIKU;Tsunami;JAPAN;39.396;143.411;;09/11/2025;;;location : SANRIKU;False;09/11/2025;
Tsunami JAPAN OFF NORTHEAST COAST HONSHU;Tsunami;JAPAN;41.003;142.171;;08/12/2025;;;location : OFF NORTHEAST COAST HONSHU;False;08/12/2025;
Tsunami JAPAN OFF NORTHEAST COAST HONSHU;Tsunami;JAPAN;40.918;142.745;;12/12/2025;;;location : OFF NORTHEAST COAST HONSHU;False;12/12/2025;
Tsunami MEXICO ACAPULCO;Tsunami;MEXICO;16.902;-99.303;;02/01/2026;;;location : ACAPULCO;False;02/01/2026;
